name,elev_ft,elev_m,lat,lon,activities,season,link
Far Away Mountain,11930,3636,44.0453,-113.6552,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/far-away-mountain/653689
Lower Titus Peak,10005,3050,43.844,-114.7176,,,http://www.summitpost.org/lower-titus-peak/153526
Lucky Peak,5904,1800,43.6052,-116.0613,,,http://www.summitpost.org/lucky-peak/155351
Mackay Peak,10273,3131,,,,,http://www.summitpost.org/mackay-peak/155139
Mahoney Butte,7904,2409,43.597,-114.453,,,http://www.summitpost.org/mahoney-butte/153947
"The Mall, 5.10-5.11b",,,42.08891,-113.72804,Trad Climbing,"Spring, Summer, Fall, Winter",http://www.summitpost.org/the-mall-5-10-5-11b/1002107
Malorey Peak/Murdock Peak,10589,3228,43.8467,-114.3497,,,http://www.summitpost.org/malorey-peak-murdock-peak/154220
Mattingly Peak,9921,3024,43.8914,-115.0038,Mountaineering,Summer,http://www.summitpost.org/mattingly-peak/544545
Mount McCaleb,11682,3561,43.9939,-113.5973,"Hiking, Mountaineering, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/mount-mccaleb/152718
McDonald Peak,10068,3069,43.946,-114.906,,,http://www.summitpost.org/mcdonald-peak/153848
McGown Peak,9860,3005,44.2133,-115.08,,,http://www.summitpost.org/mcgown-peak/150788
Mount McGuire,10082,3073,45.1741,-114.602,Hiking,"Summer, Fall",http://www.summitpost.org/mount-mcguire/173100
McIntyre Peak,11210,3417,43.722,-114.098,,,http://www.summitpost.org/mcintyre-peak/153188
Meade Peak (ID),9957,3035,42.4955,-111.2482,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/meade-peak-id/322454
Meridian Peak,10400,3170,43.5701,-114.1923,,,http://www.summitpost.org/meridian-peak/154098
Schwartz Pinnacle,10028,3057,44.12875,-115.01912,"Hiking, Mountaineering, Trad Climbing, Ice Climbing, Mixed, Scrambling, Skiing","Summer, Fall",http://www.summitpost.org/schwartz-pinnacle/673311
Mickey's Spire,10680,3255,44.1375,-115.0106,,,http://www.summitpost.org/mickey-s-spire/155253
Mineral Mountain,5970,1820,44.00053,-115.89286,"Hiking, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/mineral-mountain/198946
Mineral Hill,8500,2591,45.5924,-115.6654,Hiking,"Summer, Fall",http://www.summitpost.org/mineral-hill/830672
Monument Peak,10323,3146,45.264,-113.692,"Hiking, Bouldering, Scrambling","Summer, Fall",http://www.summitpost.org/monument-peak/209856
Monument Peak (Seven Devils),8957,2730,45.2265,-116.558,Hiking,Summer,http://www.summitpost.org/monument-peak-seven-devils/316583
Mores Mountain,7240,2207,43.7911,-116.0907,,,http://www.summitpost.org/mores-mountain/155337
Mount Baird (ID),10025,3056,43.3629,-111.0949,Hiking,"Summer, Fall",http://www.summitpost.org/mount-baird-id/493689
Mount Jefferson,10203,3110,44.56205,-111.50405,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/mount-jefferson/530492
Mount Morrison,11367,3465,44.10128,-113.8009,Mountaineering,"Spring, Summer, Fall, Winter",http://www.summitpost.org/mount-morrison/697052
Mount Zumwalt,8816,2687,44.19971,-115.2017,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/mount-zumwalt/679169
Mt. Mills,9185,2800,44.52018,-115.60935,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/mt-mills/547626
"Mushroom Rock, 5.8-5.12c",,,42.08537,-113.70785,"Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/mushroom-rock-5-8-5-12c/1001635
Mystery Peak,10785,3287,,,,,http://www.summitpost.org/mystery-peak/154142
"Needle Rock, 5.9",,,42.05033,-113.72611,Toprope,"Spring, Summer, Fall, Winter",http://www.summitpost.org/needle-rock-5-9/975977
Needles,8302,2530,44.73417,-115.82552,Hiking,Summer,http://www.summitpost.org/needles/588216
Nicholson Peak,11051,3368,44.08026,-113.0986,"Hiking, Mountaineering","Spring, Summer, Fall",http://www.summitpost.org/nicholson-peak/853349
Nick Peak,9064,2763,44.935,-115.868,Scrambling,Summer,http://www.summitpost.org/nick-peak/526017
No Regret,11972,3649,44.07084,-113.68811,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/no-regret/457698
"No Start Wall, 5.9-5.12b",,,42.08599,-113.71187,"Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/no-start-wall-5-9-5-12b/1000975
North Loon Mountain,9322,2841,45.11266,-115.87309,"Hiking, Mountaineering","Summer, Fall",http://www.summitpost.org/north-loon-mountain/918959
North Pole,8818,2688,45.6473,-115.6843,,,http://www.summitpost.org/north-pole/155177
North Twin (ID),10196,3108,44.60559,-114.46531,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/north-twin-id/527837
Norton Peak,10336,3150,43.762,-114.652,,,http://www.summitpost.org/norton-peak/154801
Nut Basin Highpoint,7741,2359,45.52812,-116.17394,,,http://www.summitpost.org/nut-basin-highpoint/599692
Old Hyndman,11775,3589,43.7408,-114.1172,,,http://www.summitpost.org/old-hyndman/152631
Old Tom Mountain (ID),8733,2662,42.6237,-112.3207,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/old-tom-mountain-id/747365
Monte Verita,10102,3079,44.07072,-115.04288,"Hiking, Mountaineering, Mixed, Scrambling",Summer,http://www.summitpost.org/monte-verita/439370
Quicksilver Mountain,8082,2463,42.94751,-116.63203,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/quicksilver-mountain/623246
Oxford Peak,9300,2835,42.2674,-112.0963,"Hiking, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/oxford-peak/214247
Packrat Peak,10240,3121,44.0586,-115.0427,"Mountaineering, Trad Climbing","Spring, Summer, Fall",http://www.summitpost.org/packrat-peak/227663
Paris Peak,9575,2918,42.20289,-111.54957,"Hiking, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/paris-peak/903928
"Parking Lot Rock, 5.6-5.12c",6400,1951,42.0836,-113.72268,"Trad Climbing, Sport Climbing","Spring, Summer, Fall",http://www.summitpost.org/parking-lot-rock-5-6-5-12c/795784
Parks Peak,10208,3111,43.96613,-114.9321,Scrambling,Summer,http://www.summitpost.org/parks-peak/432871
Patrick Butte,8841,2695,45.318,-116.208,Hiking,Summer,http://www.summitpost.org/patrick-butte/527528
Patterson Peak,10872,3314,44.0488,-114.6178,,,http://www.summitpost.org/patterson-peak/154500
Payette Peak,10211,3112,43.99228,-114.9874,"Hiking, Mountaineering","Summer, Fall",http://www.summitpost.org/payette-peak/549738
Cony Peak,9606,2928,44.06309,-115.0897,"Hiking, Mountaineering, Scrambling","Summer, Fall",http://www.summitpost.org/cony-peak/312437
"Peak 10,126(Boulders)",10126,3086,43.9205,-114.6698,,,http://www.summitpost.org/peak-10-126-boulders/154516
"Peak 10,375",10375,3162,,,Scrambling,"Summer, Fall",http://www.summitpost.org/peak-10-375/751420
"Peak 10,598/10,566 (Boulders)",10598,3230,43.8608,-114.331,,,http://www.summitpost.org/peak-10-598-10-566-boulders/153265
"Peak 10,800 (Octoberfest Peak)",10800,3292,44.0083,-113.5154,,,http://www.summitpost.org/peak-10-800-octoberfest-peak/155013
"Peak 10,805(Pioneers)",10805,3293,43.708,-114.067,,,http://www.summitpost.org/peak-10-805-pioneers/154241
Peak 10027,10027,3056,43.92985,-114.91083,"Hiking, Mountaineering, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/peak-10027/794407
Peak 10129,10129,3087,43.8701,-114.8935,"Hiking, Mountaineering","Summer, Fall",http://www.summitpost.org/peak-10129/675436
Peak 10337 (Camas Cohp),10337,3151,43.8148,-114.7139,,,http://www.summitpost.org/peak-10337-camas-cohp/155178
Peak 10941,10941,3335,43.8698,-114.5857,Mountaineering,Summer,http://www.summitpost.org/peak-10941/537904
"Peak 11,050' (Lost Rivers)",11050,3368,44.86,-113.518,,,http://www.summitpost.org/peak-11-050-lost-rivers/215647
"Peak 11,272",11272,3436,,,Hiking,Summer,http://www.summitpost.org/peak-11-272/804889
"Peak 11,308 (Hidden Peak)",11308,3447,44.0013,-113.5356,,,http://www.summitpost.org/peak-11-308-hidden-peak/155027
"Peak 11,473 (Horseshoe Mountain)",11473,3497,44.1889,-113.8096,,,http://www.summitpost.org/peak-11-473-horseshoe-mountain/154504
Peak 11887 (The Fin),11887,3623,43.7749,-114.029,"Mountaineering, Scrambling","Summer, Fall",http://www.summitpost.org/peak-11887-the-fin/259098
Peak 11967,11967,3648,44.09,-113.77,Scrambling,Summer,http://www.summitpost.org/peak-11967/524751
"Peak 7,265",7265,2214,48.7904,-116.6238,Hiking,"Summer, Fall",http://www.summitpost.org/peak-7-265/693633
"Peak 7,445 (Selkirk Mountains)",7445,2269,,,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/peak-7-445-selkirk-mountains/497772
"Peak 7,515 (Selway Crags)",7515,2291,46.1575,-115.195,"Hiking, Mixed, Scrambling","Summer, Fall",http://www.summitpost.org/peak-7-515-selway-crags/509973
"Peak 7,623 (Selway Crags)",7623,2323,46.2057,-115.194,,,http://www.summitpost.org/peak-7-623-selway-crags/504371
"Peak 7,835 (Selway Crags)",7835,2388,46.1784,-115.2275,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/peak-7-835-selway-crags/493955
Peak 7971 (Gem CoHP),7971,2430,44.4982,-116.1549,Hiking,Summer,http://www.summitpost.org/peak-7971-gem-cohp/215096
"Peak 8,156 (Grass Mountain)",8156,2486,45.1636,-116.1956,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/peak-8-156-grass-mountain/551582
"Peak 8,210 (Papoose Cirque)",8210,2502,45.3842,-116.4849,,,http://www.summitpost.org/peak-8-210-papoose-cirque/155401
"Peak 8,042",8042,2451,46.4247,-114.7274,Hiking,"Summer, Fall",http://www.summitpost.org/peak-8-042/621176
Peak 8361,8361,2548,44.96858,-115.92663,Hiking,Summer,http://www.summitpost.org/peak-8361/588354
Peak 8808,8808,2685,45.11745,-115.9172,"Hiking, Mountaineering","Summer, Fall",http://www.summitpost.org/peak-8808/856104
"Peak 9,367 (Sawtooth)",9367,2855,43.8564,-114.7932,,,http://www.summitpost.org/peak-9-367-sawtooth/154248
"Peak 9,988 (White Clouds)",9988,3044,43.9451,-114.6672,,,http://www.summitpost.org/peak-9-988-white-clouds/154405
Peak 9027,9027,2751,45.02628,-115.8621,Hiking,"Summer, Fall",http://www.summitpost.org/peak-9027/587005
Peak 9107,9107,2776,44.52488,-115.21487,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/peak-9107/543038
Rainbow Ridge,9140,2786,43.5876,-115.4088,Hiking,Summer,http://www.summitpost.org/rainbow-ridge/215914
Peak 9183,9183,2799,,,"Hiking, Mountaineering, Bouldering, Scrambling, Skiing","Spring, Summer, Fall",http://www.summitpost.org/peak-9183/464771
Peak 9290,9290,2832,44.23373,-115.17399,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/peak-9290/681861
McGown Twin (Peak 9820),9820,2993,44.20582,-115.0684,"Hiking, Mountaineering","Summer, Fall",http://www.summitpost.org/mcgown-twin-peak-9820/678683
Peak 9963 (Alpine Creek Lakes Peak),9963,3037,43.92151,-114.9907,"Hiking, Mountaineering","Summer, Fall",http://www.summitpost.org/peak-9963-alpine-creek-lakes-peak/667903
Peak of the Unknown,10292,3137,43.7061,-114.1301,"Mountaineering, Bouldering, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/peak-of-the-unknown/437474
"Sacagawea Peak, ID",11936,3638,44.12273,-113.778,Mountaineering,"Spring, Summer, Fall",http://www.summitpost.org/sacagawea-peak-id/637070
"Peaks 10,166/10,041 (WCs)",10166,3099,43.9507,-114.7085,,,http://www.summitpost.org/peaks-10-166-10-041-wcs/155189
Pegasus Peak,11736,3577,43.8112,-114.0113,Mountaineering,Summer,http://www.summitpost.org/pegasus-peak/273942
Perfect Peak,10269,3130,43.91918,-114.94718,"Hiking, Mountaineering, Mixed, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/perfect-peak/253737
Phi Kappa/Summit Creek Peak,10516,3205,43.8147,-114.2053,,,http://www.summitpost.org/phi-kappa-summit-creek-peak/153192
Pilot Peak,8128,2477,43.961,-115.686,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/pilot-peak/155388
Piney Peak (ID),9019,2749,43.6302,-111.3578,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/piney-peak-id/537315
Brocky Peak,11839,3609,43.7568,-114.05196,Mountaineering,,http://www.summitpost.org/brocky-peak/311555
Plummer Peak,9978,3041,43.94605,-115.0763,"Hiking, Mountaineering","Summer, Fall",http://www.summitpost.org/plummer-peak/660449
Pollock Mountain,8100,2469,45.194,-116.4124,,,http://www.summitpost.org/pollock-mountain/153391
Porphyry Peak,10012,3052,,,,,http://www.summitpost.org/porphyry-peak/154351
Pot Mountain,7139,2176,46.7337,-115.4077,Hiking,"Summer, Fall",http://www.summitpost.org/pot-mountain/830397
"Poultry Pillar, 5.8-5.10a",,,42.12572,-113.67159,"Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/poultry-pillar-5-8-5-10a/955732
Prairie Creek Peak,10138,3090,43.7439,-114.67,,,http://www.summitpost.org/prairie-creek-peak/154813
Pyramid Peak,9616,2931,45.455,-113.784,"Hiking, Bouldering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/pyramid-peak/257899
Pyramid Peak,7355,2242,48.812,-116.621,,,http://www.summitpost.org/pyramid-peak/151692
Pyramid Peak,11628,3544,43.79638,-113.9906,Scrambling,Summer,http://www.summitpost.org/pyramid-peak/300285
Pyramid Peak (Gospels),8369,2551,45.6335,-115.9329,,,http://www.summitpost.org/pyramid-peak-gospels/153297
Mount Everly,9852,3003,43.9579,-115.0918,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/mount-everly/652606
"Rabbit Rock South, 5.8-5.12c",,,42.08323,-113.72059,"Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/rabbit-rock-south-5-8-5-12c/955710
"Rabbit Rock North, 5.7-5.11d",6000,1829,42.084,-113.721,Trad Climbing,"Spring, Summer, Fall",http://www.summitpost.org/rabbit-rock-north-5-7-5-11d/856191
Rain Peak,8755,2669,45.06985,-115.96087,Hiking,Summer,http://www.summitpost.org/rain-peak/586519
The Rakers,9970,3039,43.99311,-115.10346,"Hiking, Trad Climbing, Sport Climbing, Aid Climbing, Scrambling",Summer,http://www.summitpost.org/the-rakers/737449
Ranger Peak,8817,2687,46.50232,-114.39897,"Mountaineering, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/ranger-peak/635887
Rapid Peak,8264,2519,44.85729,-115.9018,Hiking,"Summer, Fall",http://www.summitpost.org/rapid-peak/669689
Rathdrum Mountain,5003,1525,47.84676,-116.92764,,,http://www.summitpost.org/rathdrum-mountain/870864
Red Mountain,8722,2658,44.25103,-115.4055,Hiking,"Summer, Fall",http://www.summitpost.org/red-mountain/571566
Red Ridge Mountain (ID),8952,2729,43.3214,-111.2908,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/red-ridge-mountain-id/806875
Redbird Mountain,11273,3436,43.83577,-113.73219,"Hiking, Mountaineering, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/redbird-mountain/634233
Mount Regan,10190,3106,44.1599,-115.0616,,,http://www.summitpost.org/mount-regan/155245
Reward Peak,10072,3070,44.03525,-115.047,Hiking,Summer,http://www.summitpost.org/reward-peak/536478
Rhodes Peak (ID),7930,2417,46.6749,-114.783,Hiking,"Summer, Fall",http://www.summitpost.org/rhodes-peak-id/153223
Rock Roll Peak,10458,3188,43.8005,-114.2915,,,http://www.summitpost.org/rock-roll-peak/153250
Rocky Peak,7660,2335,45.93742,-115.10513,Mixed,"Summer, Fall",http://www.summitpost.org/rocky-peak/594437
Roman Nose,7260,2213,48.63101,-116.58438,"Mountaineering, Trad Climbing","Summer, Fall",http://www.summitpost.org/roman-nose/525556
Rooster Comb Peak,6336,1931,43.13797,-116.81593,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/rooster-comb-peak/182985
Mount Roothaan,7326,2233,48.6132,-116.7041,,,http://www.summitpost.org/mount-roothaan/154503
Ruffneck peak,9407,2867,44.48184,-115.15414,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/ruffneck-peak/310338
Ryan Peak,11714,3570,43.9022,-114.4086,,,http://www.summitpost.org/ryan-peak/153812
Ryan Peak / Relay Ridge,8840,2694,43.7069,-111.345,,,http://www.summitpost.org/ryan-peak-relay-ridge/153899
Sacajawea Peaks,10390,3167,45.251,-113.679,"Hiking, Bouldering, Scrambling","Summer, Fall",http://www.summitpost.org/sacajawea-peaks/335085
Saddle Mountain,10810,3295,43.9375,-112.9539,,,http://www.summitpost.org/saddle-mountain/153120
Saint Charles Mountain,9245,2818,42.141,-111.565,"Hiking, Mountaineering","Spring, Summer, Fall",http://www.summitpost.org/saint-charles-mountain/313115
Salmon Mountain,8943,2726,45.6169,-114.8368,"Hiking, Mixed, Scrambling","Summer, Fall",http://www.summitpost.org/salmon-mountain/555718
Salzburger Spitzl,11600,3536,,,Scrambling,,http://www.summitpost.org/salzburger-spitzl/206259
Samaria Mountains HP (ID),7780,2371,42.0592,-112.3645,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/samaria-mountains-hp-id/529759
Saviers Peak,10441,3182,43.822,-114.7115,,,http://www.summitpost.org/saviers-peak/153839
Sawtell Peak,9906,3019,44.5628,-111.4436,,,http://www.summitpost.org/sawtell-peak/154270
Sawtooth Peak,8875,2705,44.99619,-115.926,Hiking,"Summer, Fall",http://www.summitpost.org/sawtooth-peak/527100
Nahneke Mountain,9582,2921,43.8932,-115.1334,"Hiking, Mountaineering, Scrambling","Summer, Fall",http://www.summitpost.org/nahneke-mountain/651159
Kelly Point 9321,9321,2841,44.26487,-115.16448,"Hiking, Mountaineering, Scrambling","Summer, Fall",http://www.summitpost.org/kelly-point-9321/547382
Crown Point,10084,3074,44.16049,-115.00728,"Hiking, Mountaineering, Trad Climbing, Mixed, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/crown-point/257812
Mt. Bruce,9873,3009,44.12736,-115.01052,"Hiking, Mountaineering, Scrambling","Summer, Fall",http://www.summitpost.org/mt-bruce/643685
Observation Peak,9151,2789,44.17087,-115.10929,"Hiking, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/observation-peak/690885
Fishhook Spire,10109,3081,44.10649,-115.00098,"Hiking, Mountaineering, Trad Climbing, Mixed, Scrambling","Summer, Fall",http://www.summitpost.org/fishhook-spire/916540
Merritt Peak,10312,3143,44.1616,-115.02353,"Hiking, Mountaineering, Trad Climbing, Aid Climbing, Mixed, Scrambling","Summer, Fall",http://www.summitpost.org/merritt-peak/306927
Scorpion Peak,10545,3214,43.6322,-113.8855,"Hiking, Mountaineering","Summer, Fall",http://www.summitpost.org/scorpion-peak/626105
Scotchman Peak (ID),7009,2136,48.1891,-116.0799,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/scotchman-peak-id/153236
Scott Peak (ID),11312,3448,44.3538,-112.8212,Hiking,"Summer, Fall",http://www.summitpost.org/scott-peak-id/461141
Sedgwick Peak (ID),9167,2794,42.51581,-111.92349,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/sedgwick-peak-id/654741
Shelly Mountain,11278,3438,43.826,-113.726,"Hiking, Mountaineering, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/shelly-mountain/634216
Shafer Butte,7582,2311,43.77169,-116.08875,"Hiking, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/shafer-butte/431099
