name,elev_ft,elev_m,lat,lon,activities,season,link
Old Guard Peak,8240,2512,48.35534,-121.03572,Mountaineering,Summer,http://www.summitpost.org/old-guard-peak/303084
Old Pass Hill,4885,1489,47.34307,-120.64495,,"Spring, Summer, Fall, Winter",http://www.summitpost.org/old-pass-hill/780051
Old Scab Mountain,6608,2014,46.89401,-121.21676,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/old-scab-mountain/909824
Old Snowy Mountain,7900,2408,46.51211,-121.45424,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/old-snowy-mountain/150873
Ollalie Mountain (Radio Mountain),4440,1353,47.38377,-121.44111,"Hiking, Skiing",Winter,http://www.summitpost.org/ollalie-mountain-radio-mountain/766142
Olo Mountain,3480,1061,48.1609,-121.86139,,,http://www.summitpost.org/olo-mountain/813849
Mount Olympus,7969,2429,47.8013,-123.71094,"Hiking, Mountaineering, Aid Climbing, Scrambling","Summer, Fall",http://www.summitpost.org/mount-olympus/150427
Omak Mountain,5747,1752,48.4492,-119.30925,Hiking,"Summer, Fall",http://www.summitpost.org/omak-mountain/795064
Oregon Butte (WA),6387,1947,46.1106,-117.6785,,,http://www.summitpost.org/oregon-butte-wa/153260
Osceola Peak,8587,2617,48.8308,-120.5764,,,http://www.summitpost.org/osceola-peak/151497
Oval Peak,8795,2681,48.2865,-120.4231,,,http://www.summitpost.org/oval-peak/151518
Overcoat Peak,7432,2265,47.51349,-121.29318,"Mountaineering, Trad Climbing, Ice Climbing, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/overcoat-peak/259170
Oyster Dome,2089,637,48.62732,-122.41436,,"Spring, Summer, Fall, Winter",http://www.summitpost.org/oyster-dome/166938
Pacific County Highpoint,3000,914,46.48153,-123.40433,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/pacific-county-highpoint/677461
Pack Forest Highpoint,2050,625,46.833,-122.2813,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/pack-forest-highpoint/982541
North Paddy-Go-Easy Peak,6573,2003,47.54907,-121.06948,Scrambling,"Spring, Summer, Fall",http://www.summitpost.org/north-paddy-go-easy-peak/953653
Painted Mountain (Red Mountain),6975,2126,48.07445,-121.25365,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/painted-mountain-red-mountain/534726
The Palisades,7070,2155,46.94698,-121.60423,Scrambling,"Spring, Summer, Fall",http://www.summitpost.org/the-palisades/542276
Palmer Mountain,5043,1537,47.73465,-121.48454,"Hiking, Mountaineering, Scrambling","Spring, Fall, Winter",http://www.summitpost.org/palmer-mountain/709324
Para Point,4942,1506,47.27761,-121.15199,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/para-point/625189
Park Butte,5440,1658,48.71654,-121.85648,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/park-butte/870709
Mount Rolo,8096,2468,48.80879,-120.60152,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/mount-rolo/858328
Slate Peak,7440,2268,48.74168,-120.68067,Hiking,"Summer, Fall",http://www.summitpost.org/slate-peak/758602
Patterson Mountain,3511,1070,48.43534,-120.23269,Hiking,Summer,http://www.summitpost.org/patterson-mountain/947098
Paul Bunyans Stump,7480,2280,48.66603,-121.15005,Mountaineering,,http://www.summitpost.org/paul-bunyans-stump/917182
Peak 7177,7177,2188,48.93332,-117.1519,"Hiking, Mountaineering","Summer, Fall",http://www.summitpost.org/peak-7177/648187
Peak B,6120,1865,47.9041,-123.1639,Hiking,,http://www.summitpost.org/peak-b/536412
Jove Peak,6007,1831,47.82229,-121.07401,"Hiking, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/jove-peak/527319
Union Peak,5696,1736,47.8113,-121.0829,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/union-peak/438450
Pechugh Peak,5505,1678,47.1287,-121.42832,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/pechugh-peak/944898
Persindex,5360,1634,47.77619,-121.60691,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/persindex/915458
Mount Persis,5464,1665,47.792,-121.613,,,http://www.summitpost.org/mount-persis/152638
Peshastin Pinnacles,1600,488,47.5416,-120.5194,,,http://www.summitpost.org/peshastin-pinnacles/153649
Phelps Ridge,7646,2331,48.16585,-120.88824,,,http://www.summitpost.org/phelps-ridge/150447
Philadelphia Mountain,4258,1298,47.7796,-121.54328,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/philadelphia-mountain/516792
Pica / Poster Peak,7565,2306,48.50208,-120.63808,"Mountaineering, Trad Climbing, Scrambling, Skiing","Spring, Summer, Fall",http://www.summitpost.org/pica-poster-peak/559371
Pickhandle Point,6361,1939,46.91806,-121.46755,Mountaineering,"Spring, Summer, Fall, Winter",http://www.summitpost.org/pickhandle-point/699952
Mount Pilchuck,5324,1623,48.058,-121.798,"Hiking, Mountaineering, Trad Climbing, Sport Climbing, Bouldering, Mixed, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/mount-pilchuck/150460
Pinnacle Mountain,8400,2560,48.13,-120.675,,,http://www.summitpost.org/pinnacle-mountain/152313
Pinnacle Peak,6562,2000,46.7583,-121.7314,,,http://www.summitpost.org/pinnacle-peak/150918
Pinnacle Peak (Mount Peak or Mount Pete),1801,549,47.1738,-121.9733,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/pinnacle-peak-mount-peak-or-mount-pete/403636
Pinto Rock,5123,1561,46.327,-121.923,,,http://www.summitpost.org/pinto-rock/151275
Platinum Peak,6720,2048,46.93878,-121.45055,Mountaineering,"Spring, Summer, Fall, Winter",http://www.summitpost.org/platinum-peak/694813
Platts Lookout (Cherry Hill),1011,308,47.77193,-121.85653,,,http://www.summitpost.org/platts-lookout-cherry-hill/960849
Plummer Mountain,7870,2399,48.20713,-120.97208,Hiking,"Summer, Fall",http://www.summitpost.org/plummer-mountain/949476
Plummer Peak,6370,1942,46.75343,-121.73952,"Hiking, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/plummer-peak/151691
Poe Mountain,6015,1833,47.91595,-121.06177,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/poe-mountain/449520
"Point 4943 ""Teanaway Ridge""",4943,1507,47.33487,-120.73558,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/point-4943-teanaway-ridge/796990
Point 5150 - Ragged Ridge High Point,5150,1570,47.86811,-121.54525,,,http://www.summitpost.org/point-5150-ragged-ridge-high-point/813671
Point 5261,5261,1604,47.7759,-121.1195,Hiking,Winter,http://www.summitpost.org/point-5261/712047
"Point 7029 ""Icicle Ridge""",7029,2142,47.59094,-120.76731,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/point-7029-icicle-ridge/789403
Point 7438,7438,2267,46.7981,-121.2706,"Hiking, Mountaineering","Spring, Summer, Fall",http://www.summitpost.org/point-7438/759531
Poo Poo Point,1850,564,47.49934,-122.00832,Hiking,,http://www.summitpost.org/poo-poo-point/411617
Porcupine peak,7762,2366,48.55013,-120.73616,"Mountaineering, Trad Climbing, Scrambling, Skiing","Spring, Summer",http://www.summitpost.org/porcupine-peak/943908
Portal Peak,6999,2133,48.04928,-121.17966,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/portal-peak/644126
Potato Hill,5387,1642,46.33333,-121.5,Hiking,,http://www.summitpost.org/potato-hill/813367
Prairie Mountain,5678,1731,48.27517,-121.47118,,,http://www.summitpost.org/prairie-mountain/858000
Pratt Mountain,5099,1554,47.42699,-121.52674,"Hiking, Bouldering","Spring, Summer, Fall, Winter",http://www.summitpost.org/pratt-mountain/325720
Preacher Mountain (Middle Fork Snoqualmie),5924,1806,47.49881,-121.51927,Scrambling,"Spring, Summer, Fall",http://www.summitpost.org/preacher-mountain-middle-fork-snoqualmie/336726
Mount Price,5587,1703,47.5037,-121.4084,,,http://www.summitpost.org/mount-price/153442
Primus Peak,8508,2593,48.58,-121.08,,,http://www.summitpost.org/primus-peak/152519
"""Prominencians Peak"" (Peak 5139)",5139,1566,46.0848,-117.57771,"Hiking, Mountaineering","Summer, Fall",http://www.summitpost.org/prominencians-peak-peak-5139/660743
Mount Prophet,7640,2329,48.84861,-121.1628,"Hiking, Mountaineering",,http://www.summitpost.org/mount-prophet/980076
Prusik Peak,8000,2438,47.4875,-120.7831,,,http://www.summitpost.org/prusik-peak/150823
Ptarmigan Peak,8614,2626,48.8661,-120.5326,,,http://www.summitpost.org/ptarmigan-peak/151489
Ptarmigan Traverse,7800,2377,48.4677,-121.0592,Mountaineering,Summer,http://www.summitpost.org/ptarmigan-traverse/154644
Mount Pugh,7201,2195,48.1433,-121.3731,,,http://www.summitpost.org/mount-pugh/150517
Baker City Cliff (B'ham Crags),,,48.90986,-121.80817,"Trad Climbing, Sport Climbing, Toprope, Bouldering, Ice Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/baker-city-cliff-b-ham-crags/274567
Purcell Mountain (WA),5442,1659,46.5934,-121.841,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/purcell-mountain-wa/250620
Purple (Point 6910),6910,2106,48.05482,-121.19149,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/purple-point-6910/907068
Putrid Pete's Peak (P3),5220,1591,47.43945,-121.58702,"Hiking, Mountaineering","Spring, Summer, Fall",http://www.summitpost.org/putrid-pete-s-peak-p3/520071
Pyramid Mountain,8243,2512,48.07963,-120.56783,Hiking,"Summer, Fall",http://www.summitpost.org/pyramid-mountain/557916
Pyramid Mountain,3100,945,48.0747,-123.80805,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/pyramid-mountain/848639
Pyramid Peak,6937,2114,46.807,-121.811,,,http://www.summitpost.org/pyramid-peak/154154
Pyramid Peak (Pacific Crest Trail),5715,1742,47.11153,-121.40575,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/pyramid-peak-pacific-crest-trail/866880
Quartz Mountain,5163,1574,47.88526,-117.0825,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/quartz-mountain/412938
Quartz Mountain,4641,1415,47.56306,-121.57544,Scrambling,,http://www.summitpost.org/quartz-mountain/655314
Quiemuth Peak,2922,891,46.76398,-122.2983,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/quiemuth-peak/506379
Radio Hill,1950,594,47.18688,-121.90408,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/radio-hill/705104
Mount Rahm,8480,2585,48.9977,-121.2306,,,http://www.summitpost.org/mount-rahm/153619
Mount Rainier,14411,4392,46.8528,-121.759,,,http://www.summitpost.org/mount-rainier/150291
Rampart Ridge (Snoqualmie),5870,1789,47.41099,-121.34439,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/rampart-ridge-snoqualmie/464815
Rat Trap Mountain,5420,1652,48.21007,-121.36739,,,http://www.summitpost.org/rat-trap-mountain/870520
Rattlesnake Ledge,2020,616,47.4373,-121.7794,,,http://www.summitpost.org/rattlesnake-ledge/155400
Rattlesnake Mountain,3517,1072,47.4512,-121.803,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/rattlesnake-mountain/359438
Raven Ridge,8590,2618,48.23788,-120.33185,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/raven-ridge/916382
Red Face Mountain,7174,2187,48.88752,-121.36116,Scrambling,Summer,http://www.summitpost.org/red-face-mountain/690022
Red Mountain,4965,1513,45.93488,-121.82092,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/red-mountain/883583
Red Mountain (Spada),5738,1749,47.961,-121.50564,,,http://www.summitpost.org/red-mountain-spada/953207
Red Mountain (WA),5880,1792,47.3975,-121.1447,Hiking,,http://www.summitpost.org/red-mountain-wa/294162
Red Mountain Benchmark (Mount Rudderham),5576,1700,47.71674,-121.51639,,,http://www.summitpost.org/red-mountain-benchmark-mount-rudderham/903921
Red Mountain (Snoqualmie),5890,1795,47.45606,-121.38917,,,http://www.summitpost.org/red-mountain-snoqualmie/150919
Red Top,5361,1634,47.3017,-120.7609,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/red-top/523413
Mount Redoubt,8969,2734,48.9578,-121.3011,,,http://www.summitpost.org/mount-redoubt/154506
Remmel Mountain,8685,2647,48.9232,-120.1941,,,http://www.summitpost.org/remmel-mountain/153242
Revolution Peak,5454,1662,47.4722,-121.58535,,,http://www.summitpost.org/revolution-peak/621981
Reynolds Peak,8512,2594,48.375,-120.558,,,http://www.summitpost.org/reynolds-peak/152231
Skyline Ridge,5468,1667,47.75684,-121.10393,"Hiking, Bouldering, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/skyline-ridge/561257
Roaring Ridge (Snoqualmie),4988,1520,47.35194,-121.40541,"Hiking, Mountaineering, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/roaring-ridge-snoqualmie/977521
Robinson Mountain,8726,2660,48.72677,-120.57509,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/robinson-mountain/151111
Rock Candy Mountain,2356,718,47.00875,-123.11106,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/rock-candy-mountain/604526
Rock Mountain,6854,2089,47.7997,-120.9745,"Hiking, Mountaineering",,http://www.summitpost.org/rock-mountain/427934
Rock Mountain (Okonogan),7971,2430,48.69029,-119.91689,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/rock-mountain-okonogan/955083
Rock Peak,3320,1012,47.40494,-123.38231,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/rock-peak/709367
Mount Roosevelt,5835,1779,47.4698,-121.4771,Scrambling,"Spring, Summer, Fall",http://www.summitpost.org/mount-roosevelt/154681
Rooster Comb,1920,585,47.38925,-120.31849,"Hiking, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/rooster-comb/935272
Mount Rose,4301,1311,47.5056,-123.2881,,,http://www.summitpost.org/mount-rose/152716
Roughhouse Mountain,4760,1451,47.35601,-120.67441,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/roughhouse-mountain/707108
Round Mountain,5320,1622,48.327,-121.7488,,,http://www.summitpost.org/round-mountain/152751
Round Mountain,5700,1737,47.79758,-120.81726,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/round-mountain/667113
Round Mountain (Goat Rocks),5970,1820,46.63426,-121.33099,Hiking,,http://www.summitpost.org/round-mountain-goat-rocks/814151
Ruby Hill,4957,1511,48.46328,-119.73807,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/ruby-hill/835514
Ruby Mountain,7408,2258,48.69444,-121.04291,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/ruby-mountain/552394
Russian Butte,5123,1561,47.49539,-121.58983,"Hiking, Mountaineering","Summer, Winter",http://www.summitpost.org/russian-butte/662528
Ruth Mountain,7115,2169,48.85946,-121.53282,"Hiking, Mountaineering, Skiing","Spring, Summer, Fall",http://www.summitpost.org/ruth-mountain/150890
Saddle Butte,5880,1792,46.07076,-117.46257,Hiking,"Summer, Fall",http://www.summitpost.org/saddle-butte/660780
Saddle Rock Mountain,2228,679,47.39997,-120.3478,Hiking,,http://www.summitpost.org/saddle-rock-mountain/932223
Sahale Mountain,8680,2646,48.49113,-121.03848,"Hiking, Mountaineering, Trad Climbing, Scrambling","Summer, Fall",http://www.summitpost.org/sahale-mountain/150220
Mount Saint Helens,8365,2550,46.1914,-122.1933,"Hiking, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/mount-saint-helens/150360
Salish Peak,5680,1731,48.1866,-121.67745,Mountaineering,,http://www.summitpost.org/salish-peak/866267
Sally's Summit,2786,849,47.4836,-121.9376,Hiking,Summer,http://www.summitpost.org/sally-s-summit/497427
San Juan Hill,4895,1492,47.85997,-121.34172,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/san-juan-hill/512656
Saska Peak,8404,2562,48.11,-120.642,,,http://www.summitpost.org/saska-peak/152282
Sasse Mountain,5730,1747,47.35754,-121.05551,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/sasse-mountain/525206
Sauer Mountain and Point 3172,3172,967,47.61944,-120.58865,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/sauer-mountain-and-point-3172/788525
Sauk Mountain,5541,1689,48.523,-121.601,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/sauk-mountain/703300
Sawmill Ridge,5207,1587,47.15108,-121.43311,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/sawmill-ridge/871343
Sawtooth Mountain,5353,1632,46.07,-121.771,,,http://www.summitpost.org/sawtooth-mountain/154653
Mount Sawyer,5501,1677,47.66705,-121.22427,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/mount-sawyer/443298
Scatter Peaks,7031,2143,47.50352,-121.00222,Scrambling,"Spring, Summer, Fall",http://www.summitpost.org/scatter-peaks/498453
Scorpion Mountain,5540,1689,47.79189,-121.19826,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/scorpion-mountain/439939
Scott Peak,5288,1612,47.91704,-121.41491,,,http://www.summitpost.org/scott-peak/999899
Scout Patrol Peak,4693,1430,47.35735,-121.52141,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/scout-patrol-peak/768593
Mount Sefrit,7191,2192,48.8919,-121.5943,,,http://www.summitpost.org/mount-sefrit/151613
Sehome Hill,620,189,48.73589,-122.48107,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/sehome-hill/955961
Selah Butte,3024,922,46.73543,-120.42965,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/selah-butte/998798
Sentinel Peak,8261,2518,48.35616,-121.04086,,,http://www.summitpost.org/sentinel-peak/840713
Serpentine Hill,4658,1420,47.40192,-120.67623,Hiking,Spring,http://www.summitpost.org/serpentine-hill/895184
Seven Fingered Jack,9100,2774,48.1505,-120.8132,"Hiking, Mountaineering, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/seven-fingered-jack/150428
Seymour Peak,6337,1932,46.84478,-121.50393,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/seymour-peak/741061
Sharkfin Tower,8120,2475,48.501,-121.04,,,http://www.summitpost.org/sharkfin-tower/151082
Sheep Gap Mountain,5819,1774,47.96342,-121.46417,,,http://www.summitpost.org/sheep-gap-mountain/808715
Sheep Mountain,6166,1879,48.02486,-121.41804,,,http://www.summitpost.org/sheep-mountain/814865
Sheep Mountain,8274,2522,48.9765,-120.3874,,,http://www.summitpost.org/sheep-mountain/155278
Shellrock Peak,6835,2083,46.70779,-121.23307,Mixed,Fall,http://www.summitpost.org/shellrock-peak/881533
Sherman Peak,6998,2133,48.59705,-118.47391,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/sherman-peak/516885
Sherman Peak,10165,3098,48.76739,-121.81379,"Hiking, Mountaineering, Skiing","Spring, Summer, Fall",http://www.summitpost.org/sherman-peak/780602
Sherpa Peak,8605,2623,47.4717,-120.8893,,,http://www.summitpost.org/sherpa-peak/152244
Sherpani Peak,6760,2060,47.55787,-121.07824,Scrambling,Spring,http://www.summitpost.org/sherpani-peak/941935
Ship Peak,931,284,48.64559,-122.966,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/ship-peak/1001126
Shoofly Mountain,5410,1649,47.87956,-121.10232,"Hiking, Mountaineering","Spring, Summer, Fall",http://www.summitpost.org/shoofly-mountain/536559
Shriner Peak (WA),5834,1778,46.8135,-121.529,,,http://www.summitpost.org/shriner-peak-wa/154842
Mount Si,4167,1270,47.5078,-121.7389,"Hiking, Trad Climbing, Mixed, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/mount-si/150709
Siberia Mountain,2280,695,48.15527,-121.95251,Hiking,Winter,http://www.summitpost.org/siberia-mountain/887602
Silica Mountain (and Point 5327),5420,1652,47.86511,-121.25111,,,http://www.summitpost.org/silica-mountain-and-point-5327/898350
Silo Mountain (Big Haystack),4150,1265,48.4345,-122.07776,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/silo-mountain-big-haystack/706953
Silver Peak,5605,1708,47.36155,-121.46129,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/silver-peak/151393
Silver Queen (Crystal Mountain),6960,2121,46.92837,-121.50464,"Hiking, Mountaineering, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/silver-queen-crystal-mountain/717166
Silver Star Mountain (Okanogan),8876,2705,48.54804,-120.5884,Mountaineering,,http://www.summitpost.org/silver-star-mountain-okanogan/150893
Silver Star Mountain (Skamania),4390,1338,45.74,-122.23,,,http://www.summitpost.org/silver-star-mountain-skamania/151376
Silvertip Peak,6140,1871,47.97535,-121.42,,,http://www.summitpost.org/silvertip-peak/800308
Sinister Peak,8440,2573,48.29941,-121.01003,,,http://www.summitpost.org/sinister-peak/749245
Siouxon Peak,4169,1271,45.9925,-122.12944,Hiking,"Summer, Fall",http://www.summitpost.org/siouxon-peak/354102
Ski Acres Hill,4200,1280,47.39916,-121.43379,Skiing,Winter,http://www.summitpost.org/ski-acres-hill/766159
Mount Skokomish,6434,1961,47.5913,-123.2949,Mountaineering,Summer,http://www.summitpost.org/mount-skokomish/152044
Skullcap Peak,6603,2013,48.06551,-121.19809,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/skullcap-peak/907073
Sky Mountain,5482,1671,47.75918,-121.11025,"Hiking, Mountaineering","Summer, Fall",http://www.summitpost.org/sky-mountain/665246
Skyscraper Mountain,7078,2157,46.92715,-121.69829,Hiking,Summer,http://www.summitpost.org/skyscraper-mountain/731737
Sleeping Beauty,4907,1496,46.0928,-121.6498,,,http://www.summitpost.org/sleeping-beauty/154167
Slide and South Slide Mountains,6620,2018,46.96988,-121.58223,Scrambling,Summer,http://www.summitpost.org/slide-and-south-slide-mountains/859376
Sloan Peak,7835,2388,48.0415,-121.3401,,,http://www.summitpost.org/sloan-peak/150937
Snooze Peak,4100,1250,47.371,-121.27885,"Hiking, Scrambling",,http://www.summitpost.org/snooze-peak/839158
Snoqualmie Mountain,6278,1914,47.45899,-121.41654,,,http://www.summitpost.org/snoqualmie-mountain/150668
Snow Creek Wall,4000,1219,,,Trad Climbing,"Spring, Summer, Fall",http://www.summitpost.org/snow-creek-wall/152634
Snow Peak,7103,2165,48.582,-118.48274,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/snow-peak/516891
Snowfield Peak,8347,2544,48.6352,-121.143,,,http://www.summitpost.org/snowfield-peak/151462
Snowgrass Mountain,7993,2436,47.68386,-120.93276,"Hiking, Scrambling",,http://www.summitpost.org/snowgrass-mountain/878050
Snowking Mountain,7433,2266,48.408,-121.275,,,http://www.summitpost.org/snowking-mountain/152058
Snyder Hill,5440,1658,48.77676,-117.32064,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/snyder-hill/647685
Sobieski Mountain,4390,1338,47.68139,-121.32722,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/sobieski-mountain/443168
Sourdough Mountain,6107,1861,48.74975,-121.12601,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/sourdough-mountain/152814
South Baring,6010,1832,47.7753,-121.43706,,,http://www.summitpost.org/south-baring/975105
South Crested Butte,5338,1627,47.94648,-121.46374,,,http://www.summitpost.org/south-crested-butte/938132
South Early Winters Spire,7807,2380,48.512,-120.65546,"Mountaineering, Trad Climbing, Sport Climbing, Ice Climbing, Mixed","Spring, Summer, Fall",http://www.summitpost.org/south-early-winters-spire/150417
South Gemini Peak (Addison Ridge),6799,2072,48.00472,-121.38946,,,http://www.summitpost.org/south-gemini-peak-addison-ridge/980180
South Mountain,3040,927,47.3127,-123.37218,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/south-mountain/881400
South Point,5980,1823,46.52222,-121.64495,,,http://www.summitpost.org/south-point/941214
South Tiger Mountain,2028,618,47.45955,-121.96178,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/south-tiger-mountain/497842
South Twin,7000,2134,48.70559,-121.98927,"Hiking, Mountaineering, Sport Climbing, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/south-twin/679815
Southwest Huffman Peak,4001,1220,45.9726,-122.1738,Hiking,"Summer, Fall",http://www.summitpost.org/southwest-huffman-peak/367498
Spark Plug Mountain,6311,1924,47.65956,-121.15565,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/spark-plug-mountain/448078
Spectacle Buttes,8392,2558,48.1302,-120.7649,,,http://www.summitpost.org/spectacle-buttes/152387
Sperry Peak,6140,1871,48.01589,-121.50263,Scrambling,Summer,http://www.summitpost.org/sperry-peak/176888
Mount Spickard,8979,2737,48.9698,-121.2406,,,http://www.summitpost.org/mount-spickard/153525
Spider Mountain,8280,2524,48.4104,-121.038,,,http://www.summitpost.org/spider-mountain/154649
Spinnaker Peak,5645,1721,47.77044,-121.13302,Mountaineering,Winter,http://www.summitpost.org/spinnaker-peak/709148
Spiral Butte,5940,1811,,,Hiking,,http://www.summitpost.org/spiral-butte/811744
Spiraltop,2707,825,46.71705,-122.22662,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/spiraltop/858277
Spire Mountain (Spire Peak),6213,1894,47.86568,-121.40586,,,http://www.summitpost.org/spire-mountain-spire-peak/973789
Spire Point,8264,2519,48.31722,-121.07157,"Hiking, Mountaineering, Trad Climbing, Ice Climbing, Mixed, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/spire-point/811968
Spring Mountain,5770,1759,48.114,-121.35282,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/spring-mountain/948181
Squak Mountain,2024,617,47.50648,-122.02832,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/squak-mountain/408738
St'auk mt,4513,1376,48.0312,-121.463,Hiking,Spring,http://www.summitpost.org/st-auk-mt/893829
Star Peak,8690,2649,48.25,-120.425,,,http://www.summitpost.org/star-peak/151520
Static Peak (and Greider Peak),4897,1493,47.94372,-121.5889,,,http://www.summitpost.org/static-peak-and-greider-peak/809081
Steamboat Rock,2312,705,47.8713,-119.123,,,http://www.summitpost.org/steamboat-rock/153931
Mount Steel,6225,1897,47.639,-123.334,,,http://www.summitpost.org/mount-steel/152969
Steeple Rock,5567,1697,47.96193,-123.45404,Mixed,,http://www.summitpost.org/steeple-rock/394209
Stegosaurus Butte (aka ChoirBoy),2140,652,47.5411,-121.5292,Hiking,,http://www.summitpost.org/stegosaurus-butte-aka-choirboy/696080
Steliko Point,2586,788,47.74054,-120.34405,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/steliko-point/793579
Steptoe Butte,3612,1101,47.03234,-117.29678,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/steptoe-butte/639396
Stetattle Ridge,6728,2051,48.78348,-121.17195,"Hiking, Mountaineering","Spring, Summer, Fall, Winter",http://www.summitpost.org/stetattle-ridge/695049
Stevens Peak,6510,1984,46.74573,-121.67687,Scrambling,Summer,http://www.summitpost.org/stevens-peak/232349
Mount Stickney,5300,1615,47.90213,-121.60522,Mountaineering,,http://www.summitpost.org/mount-stickney/656102
Stillaguamish Peak,5720,1743,48.094,-121.4843,,,http://www.summitpost.org/stillaguamish-peak/153847
